markers,chr,pos,trait,lod
S6_107382234,6,72.31299535,lod.out.hk_PCs,0.09635442755768509
S6_110809548,6,72.31303884,lod.out.hk_PCs,0.09635461547856039
c6.loc73,6,73,lod.out.hk_PCs,0.09810060678836408
S6_106886155,6,73.83379824,lod.out.hk_PCs,0.09669555848915934
S6_108248107,6,73.83384173,lod.out.hk_PCs,0.09669555847142419
S6_111018028,6,73.83388521,lod.out.hk_PCs,0.09669555842020827
c6.loc74,6,74,lod.out.hk_PCs,0.09447793584604369
c6.loc75,6,75,lod.out.hk_PCs,0.07290158255977985
S6_109072980,6,75.44358569,lod.out.hk_PCs,0.06140730441768483
S6_109292989,6,75.44362918,lod.out.hk_PCs,0.06140730334749378
S6_109537224,6,75.44367266,lod.out.hk_PCs,0.061407307876095274
c6.loc76,6,76,lod.out.hk_PCs,0.06407202335361717
S6_111677547,6,76.93967102,lod.out.hk_PCs,0.06860067245617074
S6_115361668,6,76.9397145,lod.out.hk_PCs,0.06860088065349146
S6_127446205,6,76.93975798,lod.out.hk_PCs,0.0686010949926299
c6.loc77,6,77,lod.out.hk_PCs,0.06921867891759348
c6.loc78,6,78,lod.out.hk_PCs,0.0797632867713105
S6_129967029,6,78.25663318,lod.out.hk_PCs,0.08259554462648566
c6.loc79,6,79,lod.out.hk_PCs,0.06950658117352759
S6_130599698,6,79.47160586,lod.out.hk_PCs,0.056848716636409335
S6_132075811,6,79.47252688,lod.out.hk_PCs,0.056726809375220455
c6.loc80,6,80,lod.out.hk_PCs,0.007818180047650003
S6_132259708,6,80.65332235,lod.out.hk_PCs,0.00796668309578763
c6.loc81,6,81,lod.out.hk_PCs,0.02581932283032984
S6_132468942,6,81.80844847,lod.out.hk_PCs,0.0946665494619765
c6.loc82,6,82,lod.out.hk_PCs,0.13030194985259413
S6_134523304,6,82.93799441,lod.out.hk_PCs,0.3423426052088985
c6.loc83,6,83,lod.out.hk_PCs,0.3415449855315842
c6.loc84,6,84,lod.out.hk_PCs,0.3281839966628013
S6_135792883,6,84.12625848,lod.out.hk_PCs,0.3264058533897014
c6.loc85,6,85,lod.out.hk_PCs,0.30930037117445863
S6_138757060,6,85.36914215,lod.out.hk_PCs,0.2903850841487383
c6.loc86,6,86,lod.out.hk_PCs,0.21684333929738386
c6.loc87,6,87,lod.out.hk_PCs,0.11393603377752015
S6_141659458,6,87.08948338,lod.out.hk_PCs,0.10592346755834114
c6.loc88,6,88,lod.out.hk_PCs,0.040610445839661224
S6_141907994,6,88.7748637,lod.out.hk_PCs,0.009393044939770334
S6_144374141,6,88.77490719,lod.out.hk_PCs,0.009392267377734242
S6_146216821,6,88.77495067,lod.out.hk_PCs,0.009392211496844993
S6_146489817,6,88.77499416,lod.out.hk_PCs,0.00939215567558449
S6_146616183,6,88.77503764,lod.out.hk_PCs,0.009392099779176988
c6.loc89,6,89,lod.out.hk_PCs,0.005075233819184177
c6.loc90,6,90,lod.out.hk_PCs,0.002612156777615837
S6_146851757,6,90.01414471,lod.out.hk_PCs,0.0027951511598303114
S6_147045687,6,90.01506572,lod.out.hk_PCs,0.002807281255002181
c6.loc91,6,91,lod.out.hk_PCs,0.004260401912631551
S6_147443119,6,91.29033459,lod.out.hk_PCs,0.004616433720514124
c6.loc92,6,92,lod.out.hk_PCs,0.04441094179952643
S6_149482074,6,92.59862153,lod.out.hk_PCs,0.10949005874476825
c6.loc93,6,93,lod.out.hk_PCs,0.103805640348412
S6_150024321,6,93.94306514,lod.out.hk_PCs,0.07744921395146775
c6.loc94,6,94,lod.out.hk_PCs,0.07585852599714826
c6.loc95,6,95,lod.out.hk_PCs,0.04181188946245129
S6_150836374,6,95.32581927,lod.out.hk_PCs,0.030192855837753996
c6.loc96,6,96,lod.out.hk_PCs,0.004214869038662528
S6_152321340,6,96.74918748,lod.out.hk_PCs,0.005619618316416108
c6.loc97,6,97,lod.out.hk_PCs,0.0022192685295294723
c6.loc98,6,98,lod.out.hk_PCs,0.0032260096060099386
S6_153260376,6,98.17255568,lod.out.hk_PCs,0.005205232493722178
c6.loc99,6,99,lod.out.hk_PCs,0.00709945280550528
S6_153356799,6,99.55530981,lod.out.hk_PCs,0.007788901302546947
c6.loc100,6,100,lod.out.hk_PCs,0.008427318100814318
S6_154135517,6,100.900944,lod.out.hk_PCs,0.009781431203123248
c6.loc101,6,101,lod.out.hk_PCs,0.008637391967909025
c6.loc102,6,102,lod.out.hk_PCs,0.0010869233024095593
S6_154310577,6,102.1501383,lod.out.hk_PCs,5.730005879058808e-4
c6.loc103,6,103,lod.out.hk_PCs,0.003992143564119033
S6_155235957,6,103.3063065,lod.out.hk_PCs,0.008203066031683193
S6_155392527,6,103.3063499,lod.out.hk_PCs,0.00820347334388316
S6_155396616,6,103.3063934,lod.out.hk_PCs,0.008203884690942687
S6_156591469,6,103.3064369,lod.out.hk_PCs,0.00820429604709716
c6.loc104,6,104,lod.out.hk_PCs,0.015743921572038744
S6_155437030,6,104.5071101,lod.out.hk_PCs,0.022422982583861994
c6.loc105,6,105,lod.out.hk_PCs,0.004174415317436342
S6_155397015,6,105.779466,lod.out.hk_PCs,0.006164148815855697
S6_155436488,6,105.7795095,lod.out.hk_PCs,0.0061642022962473675
S6_157496136,6,105.779553,lod.out.hk_PCs,0.006164256612521513
c6.loc106,6,106,lod.out.hk_PCs,0.0064451042811697334
c6.loc107,6,107,lod.out.hk_PCs,0.007777152808898791
S6_158478115,6,107.1499421,lod.out.hk_PCs,0.007987845263130566
S6_159262236,6,107.1506354,lod.out.hk_PCs,0.00797554097982811
c6.loc108,6,108,lod.out.hk_PCs,1.9881162870660773e-5
S6_159385071,6,108.5689316,lod.out.hk_PCs,0.002457237924375022
c6.loc109,6,109,lod.out.hk_PCs,0.0017809868965628084
S6_159617302,6,109.9475751,lod.out.hk_PCs,0.053813583256157926
c6.loc110,6,110,lod.out.hk_PCs,0.057412125455357454
c6.loc111,6,111,lod.out.hk_PCs,0.14826156753554187
c6.loc112,6,112,lod.out.hk_PCs,0.2725857822605917
S6_159726448,6,112.8066268,lod.out.hk_PCs,0.38087034249377894
S6_161010798,6,112.8066702,lod.out.hk_PCs,0.38087033904014334
S6_161616304,6,112.8067137,lod.out.hk_PCs,0.380870342519529
S6_162127346,6,112.8067572,lod.out.hk_PCs,0.38087034604285464
c6.loc113,6,113,lod.out.hk_PCs,0.38247570163792943
c6.loc114,6,114,lod.out.hk_PCs,0.37816397661947576
c6.loc115,6,115,lod.out.hk_PCs,0.3486439514710469
S6_162990623,6,115.7550835,lod.out.hk_PCs,0.31041844425556064
c6.loc116,6,116,lod.out.hk_PCs,0.2805481259675844
c6.loc117,6,117,lod.out.hk_PCs,0.1480103282404457
S6_163628712,6,117.2138224,lod.out.hk_PCs,0.12109065842486189
c6.loc118,6,118,lod.out.hk_PCs,0.08756065410847214
c6.loc119,6,119,lod.out.hk_PCs,0.0503486765632033
c6.loc120,6,120,lod.out.hk_PCs,0.023061094290483197
c6.loc121,6,121,lod.out.hk_PCs,0.006916918423314655
S6_163854052,6,121.9661096,lod.out.hk_PCs,5.452092976270251e-4
c6.loc122,6,122,lod.out.hk_PCs,5.669175499178891e-4
c6.loc123,6,123,lod.out.hk_PCs,0.0013041944206975131
S6_164367210,6,123.3035842,lod.out.hk_PCs,0.0015392908742342115
c6.loc124,6,124,lod.out.hk_PCs,2.2315552087093238e-5
c6.loc125,6,125,lod.out.hk_PCs,0.004505027009940932
S6_164558149,6,125.9955532,lod.out.hk_PCs,0.0158427834432473
c6.loc126,6,126,lod.out.hk_PCs,0.015638131689968304
c6.loc127,6,127,lod.out.hk_PCs,0.0033592055830240497
S6_164775947,6,127.2341044,lod.out.hk_PCs,0.009842662957282755
c6.loc128,6,128,lod.out.hk_PCs,0.00984527790132006
S6_164790153,6,128.4661679,lod.out.hk_PCs,0.009846874196057342
S6_164892001,6,128.467002,lod.out.hk_PCs,0.009846874340382783
c6.loc129,6,129,lod.out.hk_PCs,0.010583263372780038
S6_165554795,6,129.7079081,lod.out.hk_PCs,0.01093741251213487
c6.loc130,6,130,lod.out.hk_PCs,0.010936750212863444
S6_165800962,6,130.9464042,lod.out.hk_PCs,0.010934617727855311
c6.loc131,6,131,lod.out.hk_PCs,0.00974820765640061
c6.loc132,6,132,lod.out.hk_PCs,1.2772360139479133e-4
c6.loc133,6,133,lod.out.hk_PCs,0.014065375192160445
S6_165811056,6,133.5015711,lod.out.hk_PCs,0.028501225698448707
c6.loc134,6,134,lod.out.hk_PCs,0.028501827139905345
S6_165962241,6,134.6322265,lod.out.hk_PCs,0.028502587690240944
c6.loc135,6,135,lod.out.hk_PCs,0.02617080430849228
S6_166241325,6,135.710787,lod.out.hk_PCs,0.02040932518389127
c6.loc136,6,136,lod.out.hk_PCs,0.00500178074616997
S6_166601611,6,136.8124512,lod.out.hk_PCs,0.01912504282563532
S6_166629956,6,136.8124947,lod.out.hk_PCs,0.019125042917721657
S6_166674035,6,136.8125382,lod.out.hk_PCs,0.019125042700579797
S6_166901441,6,136.8125817,lod.out.hk_PCs,0.01912504313906993
c6.loc137,6,137,lod.out.hk_PCs,0.021853982301024644
c6.loc138,6,138,lod.out.hk_PCs,0.03802302917108591
c6.loc139,6,139,lod.out.hk_PCs,0.054321504206654936
S6_167436381,6,139.0711995,lod.out.hk_PCs,0.05540419889786108
c6.loc140,6,140,lod.out.hk_PCs,0.1589671984057759
S6_167594329,6,140.1473238,lod.out.hk_PCs,0.17879696258995637
c6.loc141,6,141,lod.out.hk_PCs,0.22146631211711565
c6.loc142,6,142,lod.out.hk_PCs,0.2714492389824841
S6_167751069,6,142.5880551,lod.out.hk_PCs,0.29896257221389533
S6_167751095,6,142.5880986,lod.out.hk_PCs,0.2989645343595839
c6.loc143,6,143,lod.out.hk_PCs,0.20413032180067603
S6_168111181,6,143.8283386,lod.out.hk_PCs,0.06394871593465723
c6.loc144,6,144,lod.out.hk_PCs,0.06503201768549616
c6.loc145,6,145,lod.out.hk_PCs,0.06631832383504843
S6_168356047,6,145.0371491,lod.out.hk_PCs,0.06620460479825852
S6_168794880,6,145.0371926,lod.out.hk_PCs,0.06620460478433188
S7_412095,7,0,lod.out.hk_PCs,0.2837704766429283
c7.loc1,7,1,lod.out.hk_PCs,0.2751727556153014
S7_958440,7,1.2290429,lod.out.hk_PCs,0.2731919013112929
c7.loc2,7,2,lod.out.hk_PCs,0.25689111637359474
S7_1140129,7,2.262222294,lod.out.hk_PCs,0.24424283561666016
c7.loc3,7,3,lod.out.hk_PCs,0.2432368686605173
S7_1266596,7,3.333241745,lod.out.hk_PCs,0.24277796259582374
S7_1286070,7,3.333285229,lod.out.hk_PCs,0.24277789175215503
c7.loc4,7,4,lod.out.hk_PCs,0.21207119608260427
c7.loc5,7,5,lod.out.hk_PCs,0.16230381210027645
c7.loc6,7,6,lod.out.hk_PCs,0.11443752409809349
S7_1292683,7,6.97387868,lod.out.hk_PCs,0.07512131209671224
c7.loc7,7,7,lod.out.hk_PCs,0.07509583857353164
c7.loc8,7,8,lod.out.hk_PCs,0.07410631561936043
S7_1292804,7,8.043735073,lod.out.hk_PCs,0.0740616001720582
S7_1921279,7,8.043778557,lod.out.hk_PCs,0.07406155734730646
S7_1957089,7,8.043822041,lod.out.hk_PCs,0.07406150899339536
c7.loc9,7,9,lod.out.hk_PCs,0.02783210712516393
S7_1987419,7,9.098147901,lod.out.hk_PCs,0.024151049931674606
c7.loc10,7,10,lod.out.hk_PCs,0.005779230037319394
S7_2151710,7,10.13109486,lod.out.hk_PCs,0.004115003278002405
c7.loc11,7,11,lod.out.hk_PCs,0.006415647037101735
S7_2177514,7,11.10629086,lod.out.hk_PCs,0.00673372454082255
c7.loc12,7,12,lod.out.hk_PCs,0.006297776197641269
S7_2615909,7,12.04012992,lod.out.hk_PCs,0.006251031420674735
c7.loc13,7,13,lod.out.hk_PCs,0.003825363319947428
c7.loc14,7,14,lod.out.hk_PCs,0.001773930470619689
c7.loc15,7,15,lod.out.hk_PCs,4.844788908258124e-4
S7_2962338,7,15.18735382,lod.out.hk_PCs,3.347165124409912e-4
S7_2967848,7,15.18739731,lod.out.hk_PCs,3.3464822291762175e-4
S7_3173098,7,15.18800366,lod.out.hk_PCs,3.334820485747514e-4
c7.loc16,7,16,lod.out.hk_PCs,6.276368194448878e-4
c7.loc17,7,17,lod.out.hk_PCs,0.00627329812385824
S7_3891978,7,17.29742148,lod.out.hk_PCs,0.00904718941393412
c7.loc18,7,18,lod.out.hk_PCs,0.0019806925687930743
S7_4064736,7,18.30740622,lod.out.hk_PCs,4.8773737353258184e-4
c7.loc19,7,19,lod.out.hk_PCs,0.003782019833238337
S7_4110099,7,19.31594216,lod.out.hk_PCs,0.0062417503838787525
S7_4259848,7,19.31723158,lod.out.hk_PCs,0.006252798673926918
c7.loc20,7,20,lod.out.hk_PCs,3.0948853350309946e-5
S7_4826913,7,20.35041098,lod.out.hk_PCs,0.0025092258436529846
c7.loc21,7,21,lod.out.hk_PCs,0.014698252105290521
S7_4900497,7,21.40337556,lod.out.hk_PCs,0.026997339427225597
c7.loc22,7,22,lod.out.hk_PCs,0.01592402564739359
c7.loc23,7,23,lod.out.hk_PCs,0.0034803444017939
c7.loc24,7,24,lod.out.hk_PCs,9.354040236075889e-5
c7.loc25,7,25,lod.out.hk_PCs,0.005800974213457266
S7_5128699,7,25.07309429,lod.out.hk_PCs,0.006543662728972777
c7.loc26,7,26,lod.out.hk_PCs,0.0034627772754447506
S7_5328861,7,26.21628849,lod.out.hk_PCs,0.0028685801237884334
c7.loc27,7,27,lod.out.hk_PCs,0.05905464596668253
S7_5357845,7,27.29374072,lod.out.hk_PCs,0.09580497544510536
S7_5523274,7,27.2937842,lod.out.hk_PCs,0.09580436510975687
c7.loc28,7,28,lod.out.hk_PCs,0.014341197613646273
S7_5976081,7,28.34796635,lod.out.hk_PCs,6.794553248710145e-4
S7_6126922,7,28.34800983,lod.out.hk_PCs,6.794006849304424e-4
c7.loc29,7,29,lod.out.hk_PCs,0.0023923581559301965
S7_6219976,7,29.38104557,lod.out.hk_PCs,0.003730329858569803
c7.loc30,7,30,lod.out.hk_PCs,0.0021564681080121773
S7_6577769,7,30.4617759,lod.out.hk_PCs,0.0012601994205851952
c7.loc31,7,31,lod.out.hk_PCs,0.0012164153512230769
c7.loc32,7,32,lod.out.hk_PCs,0.0010736241586073447
S7_6856204,7,32.88535003,lod.out.hk_PCs,8.934920009551206e-4
S7_7451859,7,32.88539352,lod.out.hk_PCs,8.934782113101392e-4
c7.loc33,7,33,lod.out.hk_PCs,0.0018352553589693343
c7.loc34,7,34,lod.out.hk_PCs,0.02271540202042388
S7_7462268,7,34.06415892,lod.out.hk_PCs,0.024694283068470213
c7.loc35,7,35,lod.out.hk_PCs,0.022950503695938096
S7_7462912,7,35.18105955,lod.out.hk_PCs,0.022615597026742762
c7.loc36,7,36,lod.out.hk_PCs,0.021152251340140538
S7_7573559,7,36.25625327,lod.out.hk_PCs,0.020698944540413322
S7_8701577,7,36.25740197,lod.out.hk_PCs,0.020696928472716536
c7.loc37,7,37,lod.out.hk_PCs,0.019425591907179296
S7_9201332,7,37.36040775,lod.out.hk_PCs,0.01881699603677589
S7_9254173,7,37.36045123,lod.out.hk_PCs,0.018816923143333497
c7.loc38,7,38,lod.out.hk_PCs,0.008611838602064381
c7.loc39,7,39,lod.out.hk_PCs,4.610525306247837e-4
c7.loc40,7,40,lod.out.hk_PCs,0.0025086483136647075
c7.loc41,7,41,lod.out.hk_PCs,0.014190689451709204
c7.loc42,7,42,lod.out.hk_PCs,0.03362302923585503
S7_9335170,7,42.38238933,lod.out.hk_PCs,0.04262497475156124
S7_9340641,7,42.38243281,lod.out.hk_PCs,0.042579806659432506
c7.loc43,7,43,lod.out.hk_PCs,0.044170356047288806
S7_9340952,7,43.44168412,lod.out.hk_PCs,0.045324901461981426
c7.loc44,7,44,lod.out.hk_PCs,0.07508205122462641
S7_9542868,7,44.47402255,lod.out.hk_PCs,0.10205376548776712
c7.loc45,7,45,lod.out.hk_PCs,0.05666565178739802
S7_9795618,7,45.50621733,lod.out.hk_PCs,0.023424467896290935
c7.loc46,7,46,lod.out.hk_PCs,0.0013849767028659699
S7_10300524,7,46.5172411,lod.out.hk_PCs,0.007660410652988503
S7_10551574,7,46.51747905,lod.out.hk_PCs,0.007660151057507392
c7.loc47,7,47,lod.out.hk_PCs,0.0017928860333995544
S7_12615372,7,47.50691019,lod.out.hk_PCs,5.377371059012148e-5
c7.loc48,7,48,lod.out.hk_PCs,1.0757689335605392e-4
S7_14078791,7,48.37875701,lod.out.hk_PCs,1.6151689101207012e-4
c7.loc49,7,49,lod.out.hk_PCs,0.004069287182460357
c7.loc50,7,50,lod.out.hk_PCs,0.022249775726265852
S7_15328516,7,50.69326807,lod.out.hk_PCs,0.04254464810361469
c7.loc51,7,51,lod.out.hk_PCs,0.033081801803120925
c7.loc52,7,52,lod.out.hk_PCs,0.009125227019580961
c7.loc53,7,53,lod.out.hk_PCs,3.8931812810005795e-5
S7_15331290,7,53.06132601,lod.out.hk_PCs,7.705493771936744e-7
S7_15470825,7,53.06136949,lod.out.hk_PCs,7.61283786232525e-7
c7.loc54,7,54,lod.out.hk_PCs,5.5238419804481964e-5
S7_16191999,7,54.27794116,lod.out.hk_PCs,8.805969434888539e-5
c7.loc55,7,55,lod.out.hk_PCs,1.1306601038540975e-5
S7_19354608,7,55.55105283,lod.out.hk_PCs,1.386716689921741e-6
S7_87515189,7,55.55109632,lod.out.hk_PCs,1.2473666402001982e-6
c7.loc56,7,56,lod.out.hk_PCs,0.0012250765430508181
S7_41423424,7,56.79086953,lod.out.hk_PCs,0.008421658358713557
c7.loc57,7,57,lod.out.hk_PCs,0.0022542078039577973
S7_50152361,7,57.99996836,lod.out.hk_PCs,0.02548953191893588
c7.loc58,7,58,lod.out.hk_PCs,0.02549190105838761
c7.loc59,7,59,lod.out.hk_PCs,0.1551401967504944
S7_100805625,7,59.21000023,lod.out.hk_PCs,0.19491694654942648
c7.loc60,7,60,lod.out.hk_PCs,0.22059231851835648
S7_89931248,7,60.36828655,lod.out.hk_PCs,0.23131638015269118
S7_99538643,7,60.36833004,lod.out.hk_PCs,0.23131759055547718
S7_99538688,7,60.36837352,lod.out.hk_PCs,0.23131880066483745
c7.loc61,7,61,lod.out.hk_PCs,0.24716436487852889
S7_107233873,7,61.51260952,lod.out.hk_PCs,0.2574323270583818
c7.loc62,7,62,lod.out.hk_PCs,0.30874197075689835
S7_108482015,7,62.72161925,lod.out.hk_PCs,0.37489798951213515
c7.loc63,7,63,lod.out.hk_PCs,0.37867512360304545
S7_108845890,7,63.93066302,lod.out.hk_PCs,0.3622978515253976
c7.loc64,7,64,lod.out.hk_PCs,0.3553614993023757
c7.loc65,7,65,lod.out.hk_PCs,0.24322441017881147
S7_109329441,7,65.11061504,lod.out.hk_PCs,0.23036825744327416
c7.loc66,7,66,lod.out.hk_PCs,0.2562075555593424
S7_109741127,7,66.26378815,lod.out.hk_PCs,0.2586946880831533
S7_112936846,7,66.26425379,lod.out.hk_PCs,0.25869470151315
c7.loc67,7,67,lod.out.hk_PCs,0.25870504705488884
S7_115023558,7,67.10238859,lod.out.hk_PCs,0.25870649543571744
S7_115309166,7,67.94193349,lod.out.hk_PCs,0.25868272395194936
c7.loc68,7,68,lod.out.hk_PCs,0.25034259939917547
c7.loc69,7,69,lod.out.hk_PCs,0.11794617803582241
S7_116544365,7,69.06780033,lod.out.hk_PCs,0.11027913065424855
c7.loc70,7,70,lod.out.hk_PCs,0.05856462683709651
S7_122449305,7,70.16711599,lod.out.hk_PCs,0.050374592191531065
c7.loc71,7,71,lod.out.hk_PCs,0.08384183593193484
c7.loc72,7,72,lod.out.hk_PCs,0.12942627350093971
S7_123681116,7,72.41988333,lod.out.hk_PCs,0.1483810278965052
S7_123850713,7,72.41992681,lod.out.hk_PCs,0.14838982358821795
S7_124568038,7,72.4199703,lod.out.hk_PCs,0.14838982193930406
c7.loc73,7,73,lod.out.hk_PCs,0.10399140338284951
S7_124568071,7,73.49629326,lod.out.hk_PCs,0.06938786679393161
S7_125120517,7,73.49633674,lod.out.hk_PCs,0.06938786440343847
c7.loc74,7,74,lod.out.hk_PCs,0.051327940641556324
S7_127254770,7,74.57031239,lod.out.hk_PCs,0.03218073474783978
c7.loc75,7,75,lod.out.hk_PCs,0.036161149742099497
c7.loc76,7,76,lod.out.hk_PCs,0.04572189327569731
c7.loc77,7,77,lod.out.hk_PCs,0.0551120594586223
c7.loc78,7,78,lod.out.hk_PCs,0.06354019317296888
S7_128139766,7,78.11575725,lod.out.hk_PCs,0.06443186307245696
c7.loc79,7,79,lod.out.hk_PCs,0.0919856377657311
S7_129309688,7,79.23904159,lod.out.hk_PCs,0.09870038998127484
c7.loc80,7,80,lod.out.hk_PCs,0.15290489878395874
S7_130252413,7,80.38998677,lod.out.hk_PCs,0.1809837348396286
c7.loc81,7,81,lod.out.hk_PCs,0.19837841009393742
c7.loc82,7,82,lod.out.hk_PCs,0.22003659777061557
S7_130781909,7,82.87470678,lod.out.hk_PCs,0.22878072167299024
S7_130943940,7,82.87475026,lod.out.hk_PCs,0.2287809366908391
c7.loc83,7,83,lod.out.hk_PCs,0.22877866148269277
c7.loc84,7,84,lod.out.hk_PCs,0.22876064588444933
S7_131442441,7,84.08431561,lod.out.hk_PCs,0.228759113715455
c7.loc85,7,85,lod.out.hk_PCs,0.08387516191322675
S7_134226830,7,85.26441171,lod.out.hk_PCs,0.05438937852284198
c7.loc86,7,86,lod.out.hk_PCs,0.05435235710899633
S7_134700025,7,86.13841937,lod.out.hk_PCs,0.05434535162578413
c7.loc87,7,87,lod.out.hk_PCs,0.054381476622666014
S7_137535803,7,87.01242702,lod.out.hk_PCs,0.05438200202866028
c7.loc88,7,88,lod.out.hk_PCs,0.06519016387233023
S7_137278471,7,88.16479115,lod.out.hk_PCs,0.06622561813537686
c7.loc89,7,89,lod.out.hk_PCs,0.004747371847543036
S7_136390995,7,89.31697729,lod.out.hk_PCs,2.5506611109449295e-5
c7.loc90,7,90,lod.out.hk_PCs,7.57043914290989e-4
S7_136023343,7,90.49692931,lod.out.hk_PCs,0.0019085422087528059
c7.loc91,7,91,lod.out.hk_PCs,0.008179997329079924
S7_135516901,7,91.70597307,lod.out.hk_PCs,0.02401138609161535
c7.loc92,7,92,lod.out.hk_PCs,0.03600275337828407
S7_138377302,7,92.9150719,lod.out.hk_PCs,0.08294550793539202
c7.loc93,7,93,lod.out.hk_PCs,0.09383022137274111
c7.loc94,7,94,lod.out.hk_PCs,0.2660007961758879
S7_138593756,7,94.12050681,lod.out.hk_PCs,0.29099394222845376
S7_138606362,7,94.12142782,lod.out.hk_PCs,0.2911870512575092
c7.loc95,7,95,lod.out.hk_PCs,0.29643221586604795
c7.loc96,7,96,lod.out.hk_PCs,0.2843352212374839
S7_142855146,7,96.67325351,lod.out.hk_PCs,0.2664351072187401
S7_143003918,7,96.67385987,lod.out.hk_PCs,0.26643444377049263
c7.loc97,7,97,lod.out.hk_PCs,0.2661186769685173
S7_143024559,7,97.84216213,lod.out.hk_PCs,0.26530748547241956
c7.loc98,7,98,lod.out.hk_PCs,0.2635608323090537
c7.loc99,7,99,lod.out.hk_PCs,0.24162854521972577
c7.loc100,7,100,lod.out.hk_PCs,0.2021333443414619
S7_143208329,7,100.2130152,lod.out.hk_PCs,0.19205560081235262
c7.loc101,7,101,lod.out.hk_PCs,0.18326268490363873
c7.loc102,7,102,lod.out.hk_PCs,0.16068840027429587
S7_144207904,7,102.5839031,lod.out.hk_PCs,0.14396279165890746
c7.loc103,7,103,lod.out.hk_PCs,0.14400086916663213
S7_147166206,7,103.6740586,lod.out.hk_PCs,0.14406240637288192
S7_147340148,7,103.6741021,lod.out.hk_PCs,0.14391689493771764
c7.loc104,7,104,lod.out.hk_PCs,0.17515375908845954
c7.loc105,7,105,lod.out.hk_PCs,0.28825646580958164
c7.loc106,7,106,lod.out.hk_PCs,0.42009919336095436
S7_147340720,7,106.0502508,lod.out.hk_PCs,0.42703300618222784
S7_147586446,7,106.0502943,lod.out.hk_PCs,0.4270390410035816
S7_150018600,7,106.0503378,lod.out.hk_PCs,0.42703908154283
c7.loc107,7,107,lod.out.hk_PCs,0.8117781719020627
S7_150959776,7,107.177246,lod.out.hk_PCs,0.8826904137593488
S7_154740020,7,107.1772895,lod.out.hk_PCs,0.8826904810096039
c7.loc108,7,108,lod.out.hk_PCs,0.8840676842813764
S7_150041729,7,108.3488208,lod.out.hk_PCs,0.8846537343171121
S7_153817057,7,108.3488643,lod.out.hk_PCs,0.8846537343244449
S7_155026206,7,108.3489078,lod.out.hk_PCs,0.8846537345283423
c7.loc109,7,109,lod.out.hk_PCs,0.8792233267255369
S7_155258685,7,109.7541829,lod.out.hk_PCs,0.7838328814685269
c7.loc110,7,110,lod.out.hk_PCs,0.7797286176777902
c7.loc111,7,111,lod.out.hk_PCs,0.6755604342574202
S7_157455779,7,111.1966777,lod.out.hk_PCs,0.6400782198560364
c7.loc112,7,112,lod.out.hk_PCs,0.6400594778706932
S7_157459468,7,112.5022834,lod.out.hk_PCs,0.640047725529314
c7.loc113,7,113,lod.out.hk_PCs,0.6147845508105547
c7.loc114,7,114,lod.out.hk_PCs,0.5487859820987637
c7.loc115,7,115,lod.out.hk_PCs,0.46694766093725093
S7_157586703,7,115.0925803,lod.out.hk_PCs,0.45879755873119166
c7.loc116,7,116,lod.out.hk_PCs,0.45879637985768795
S7_158754204,7,116.2114536,lod.out.hk_PCs,0.45879610322703
c7.loc117,7,117,lod.out.hk_PCs,0.5014655807401027
S7_159464586,7,117.5536477,lod.out.hk_PCs,0.5062247342038972
c7.loc118,7,118,lod.out.hk_PCs,0.5808166534039856
S7_160532103,7,118.9339506,lod.out.hk_PCs,0.6997464009452301
c7.loc119,7,119,lod.out.hk_PCs,0.6997370687071225
c7.loc120,7,120,lod.out.hk_PCs,0.6995970043086004
S7_160601474,7,120.0734518,lod.out.hk_PCs,0.699586623843004
c7.loc121,7,121,lod.out.hk_PCs,0.6997243645449203
S7_160681862,7,121.2113564,lod.out.hk_PCs,0.6997559953356927
S7_161434966,7,121.2117145,lod.out.hk_PCs,0.6997561209990408
c7.loc122,7,122,lod.out.hk_PCs,1.145973824706175
S7_161685599,7,122.6320505,lod.out.hk_PCs,1.5254269736519177
c7.loc123,7,123,lod.out.hk_PCs,1.66224353136937
c7.loc124,7,124,lod.out.hk_PCs,1.965055254021479
c7.loc125,7,125,lod.out.hk_PCs,2.12891008250881
S7_162959570,7,125.5845832,lod.out.hk_PCs,2.1588690138436277
c7.loc126,7,126,lod.out.hk_PCs,2.158899510260312
S7_163047383,7,126.8629989,lod.out.hk_PCs,2.158962593562478
c7.loc127,7,127,lod.out.hk_PCs,2.255117405978126
c7.loc128,7,128,lod.out.hk_PCs,2.709004402093285
S7_163592309,7,128.0459475,lod.out.hk_PCs,2.717783522602417
c7.loc129,7,129,lod.out.hk_PCs,2.7177949027084765
S7_163592548,7,129.2762123,lod.out.hk_PCs,2.7177982177884132
c7.loc130,7,130,lod.out.hk_PCs,2.672312668644281
S7_163597758,7,130.5068546,lod.out.hk_PCs,2.636507026107097
c7.loc131,7,131,lod.out.hk_PCs,2.5988131201851274
S7_163623324,7,131.6262145,lod.out.hk_PCs,2.5468218365826942
S7_163612058,7,131.626258,lod.out.hk_PCs,2.546818048278567
S7_163689836,7,131.6263015,lod.out.hk_PCs,2.5468142599531802
S7_163691030,7,131.626345,lod.out.hk_PCs,2.546810471606193
S7_163791372,7,131.6263884,lod.out.hk_PCs,2.5468066919463013
S7_163793591,7,131.6264319,lod.out.hk_PCs,2.5468029027437638
c7.loc132,7,132,lod.out.hk_PCs,2.4290656480013695
